family,provider,symbol,as_of_date,endpoint_pattern,http_status,error_classification,retry_count,request_timestamp_utc
daily_market_data,massive/polygon,AAPL,,v2/aggs/ticker/{ticker}/range/1/day/{start}/{end},403,entitlement,0,2026-08-13T04:35:56.867223Z
daily_market_data,alpaca,AAPL,,/v2/stocks/{symbol}/bars,200,none,0,2026-08-13T04:35:57.256002Z
daily_market_data,alpaca,AAPL,,/v2/stocks/{symbol}/bars,200,none,0,2026-08-13T04:35:59.924715Z
daily_market_data,massive/polygon,AAPL,,/v3/reference/splits?ticker={ticker},200,none,0,2026-08-13T04:36:00.122336Z
daily_market_data,massive/polygon,AAPL,,/v3/reference/dividends?ticker={ticker},200,none,0,2026-08-13T04:36:12.280286Z
security_master_and_corporate_actions,massive,AAPL,2016-03-31,/v3/reference/tickers?ticker={ticker}&date={date}&active=True,200,none,0,2026-08-13T04:36:12.532748Z
security_master_and_corporate_actions,massive,AAPL,2016-03-31,/v3/reference/tickers?ticker={ticker}&date={date}&active=False,200,none,0,2026-08-13T04:36:24.620068Z
security_master_and_corporate_actions,massive,AAPL,2018-06-29,/v3/reference/tickers?ticker={ticker}&date={date}&active=True,200,none,0,2026-08-13T04:36:36.818764Z
security_master_and_corporate_actions,massive,GOOGL,2016-03-31,/v3/reference/tickers?ticker={ticker}&date={date}&active=True,200,none,0,2026-08-13T04:36:48.825128Z
security_master_and_corporate_actions,massive,GOOGL,2016-03-31,/v3/reference/tickers?ticker={ticker}&date={date}&active=False,200,none,0,2026-08-13T04:37:03.631841Z
security_master_and_corporate_actions,massive,GOOGL,2018-06-29,/v3/reference/tickers?ticker={ticker}&date={date}&active=True,200,none,0,2026-08-13T04:37:13.061385Z
security_master_and_corporate_actions,massive,FDX,2016-03-31,/v3/reference/tickers?ticker={ticker}&date={date}&active=True,200,none,0,2026-08-13T04:37:25.123011Z
security_master_and_corporate_actions,massive,FB,2016-03-31,/v3/reference/tickers?ticker={ticker}&date={date}&active=True,200,none,0,2026-08-13T04:37:37.254970Z
security_master_and_corporate_actions,massive,FB,2016-03-31,/v3/reference/tickers?ticker={ticker}&date={date}&active=False,200,none,0,2026-08-13T04:37:49.336099Z
security_master_and_corporate_actions,massive,FB,2018-06-29,/v3/reference/tickers?ticker={ticker}&date={date}&active=True,200,none,0,2026-08-13T04:38:01.427769Z
security_master_and_corporate_actions,massive,PYPL,2016-03-31,/v3/reference/tickers?ticker={ticker}&date={date}&active=True,200,none,0,2026-08-13T04:38:13.616928Z
security_master_and_corporate_actions,massive,PYPL,2016-03-31,/v3/reference/tickers?ticker={ticker}&date={date}&active=False,200,none,0,2026-08-13T04:38:25.625088Z
security_master_and_corporate_actions,massive,PYPL,2018-06-29,/v3/reference/tickers?ticker={ticker}&date={date}&active=True,200,none,0,2026-08-13T04:38:38.031174Z
security_master_and_corporate_actions,massive,YHOO,2016-03-31,/v3/reference/tickers?ticker={ticker}&date={date}&active=True,200,none,0,2026-08-13T04:38:49.837206Z
security_master_and_corporate_actions,massive,YHOO,2016-03-31,/v3/reference/tickers?ticker={ticker}&date={date}&active=False,200,none,0,2026-08-13T04:39:01.932208Z
security_master_and_corporate_actions,massive,YHOO,2017-03-31,/v3/reference/tickers?ticker={ticker}&date={date}&active=True,200,none,0,2026-08-13T04:39:14.035470Z
security_master_and_corporate_actions,massive,SPY,2016-03-31,/v3/reference/tickers?ticker={ticker}&date={date}&active=True,200,none,0,2026-08-13T04:39:26.582724Z
security_master_and_corporate_actions,massive,PFF,2016-03-31,/v3/reference/tickers?ticker={ticker}&date={date}&active=True,200,none,0,2026-08-13T04:39:38.527991Z
security_master_and_corporate_actions,massive,IGR,2016-03-31,/v3/reference/tickers?ticker={ticker}&date={date}&active=True,200,none,0,2026-08-13T04:39:50.420737Z
security_master_and_corporate_actions,massive,IPOD,2020-09-30,/v3/reference/tickers?ticker={ticker}&date={date}&active=True,200,none,0,2026-08-13T04:40:02.461044Z
security_master_and_corporate_actions,massive,IPOD,2020-09-30,/v3/reference/tickers?ticker={ticker}&date={date}&active=False,200,none,0,2026-08-13T04:40:14.770197Z
security_master_and_corporate_actions,massive,IPOD,2020-12-31,/v3/reference/tickers?ticker={ticker}&date={date}&active=True,200,none,0,2026-08-13T04:40:26.673483Z
security_master_and_corporate_actions,massive,TWX,2016-03-31,/v3/reference/tickers?ticker={ticker}&date={date}&active=True,200,none,0,2026-08-13T04:40:38.765763Z
security_master_and_corporate_actions,massive,SIRI,2016-03-31,/v3/reference/tickers?ticker={ticker}&date={date}&active=True,200,none,0,2026-08-13T04:40:50.896619Z
security_master_and_corporate_actions,massive,SIRI,2016-03-31,/v3/reference/tickers?ticker={ticker}&date={date}&active=False,200,none,0,2026-08-13T04:41:03.664187Z
security_master_and_corporate_actions,massive,SIRI,2018-06-29,/v3/reference/tickers?ticker={ticker}&date={date}&active=True,200,none,0,2026-08-13T04:41:15.048771Z
security_master_and_corporate_actions,massive,AAPL,,/v3/reference/splits?ticker={ticker},200,none,0,2026-08-13T04:41:27.083210Z
security_master_and_corporate_actions,massive,AAPL,,/v3/reference/dividends?ticker={ticker},200,none,0,2026-08-13T04:41:39.238847Z
security_master_and_corporate_actions,massive,GOOGL,,/v3/reference/splits?ticker={ticker},200,none,0,2026-08-13T04:41:51.276516Z
security_master_and_corporate_actions,massive,GOOGL,,/v3/reference/dividends?ticker={ticker},200,none,0,2026-08-13T04:42:03.380906Z
