rule,split,horizon_weeks,count,sample_status,mean_gross_return_pct,median_gross_return_pct,std_gross_return_pct,win_rate,mean_net_return_pct_0bps,win_rate_net_0bps,mean_spy_return_pct,mean_net_return_pct_10bps,win_rate_net_10bps,mean_net_return_pct_25bps,win_rate_net_25bps,ticker,cohort
baseline,validation,13,9,insufficient_sample,-4.847461028696884,-3.4105387262196585,8.009411068290827,0.3333333333333333,-4.847461028696884,0.3333333333333333,0.7419916803605568,-5.037575991676503,0.3333333333333333,-5.322037282917839,0.3333333333333333,IBM,stock
candidate,development,13,21,sufficient_sample,2.188618422055356,2.0977447502863233,8.405354557093482,0.6190476190476191,2.188618422055356,0.6190476190476191,3.1077614806836324,1.9844453582750343,0.5714285714285714,1.6789495022446157,0.5714285714285714,IBM,stock
candidate,holdout,13,17,insufficient_sample,5.420393479969115,5.06963645792573,10.843795120714928,0.6470588235294118,5.420393479969115,0.6470588235294118,3.5549532794496406,5.209763323165991,0.5882352941176471,4.894605981315914,0.5882352941176471,IBM,stock
candidate,validation,13,11,insufficient_sample,-0.9318234417950673,0.8263846853989065,9.043564808682548,0.6363636363636364,-0.9318234417950673,0.6363636363636364,3.017015304067402,-1.1297618564967644,0.6363636363636364,-1.4259290605392205,0.6363636363636364,IBM,stock
baseline,development,13,21,sufficient_sample,2.082812825359294,1.5396941580153367,8.288628874794055,0.6190476190476191,2.082812825359294,0.6190476190476191,2.1731530185921044,1.8788511613725745,0.6190476190476191,1.573671614260256,0.6190476190476191,IWM,etf
baseline,holdout,13,13,insufficient_sample,2.23988598809859,2.7929445735378478,7.728053789444048,0.6153846153846154,2.23988598809859,0.6153846153846154,4.244351749023308,2.035610491618881,0.6153846153846154,1.7299613697040952,0.6153846153846154,IWM,etf
baseline,validation,13,13,insufficient_sample,1.0526485455435461,2.4238330025730725,13.721729485242893,0.6153846153846154,1.0526485455435461,0.6153846153846154,2.7571856441245384,0.8507451518461652,0.6153846153846154,0.5486453109024392,0.6153846153846154,IWM,etf
candidate,development,13,23,sufficient_sample,2.0128780458636335,4.255836705882787,8.74713370578611,0.5217391304347826,2.0128780458636335,0.5217391304347826,2.1040146623367044,1.8090561117060764,0.5217391304347826,1.504085636657343,0.5217391304347826,IWM,etf
candidate,holdout,13,15,insufficient_sample,0.6349852334936552,2.622980683732079,8.78681028574291,0.6,0.6349852334936552,0.6,3.288648537130554,0.43391633192824197,0.6,0.13306510764082483,0.5333333333333333,IWM,etf
candidate,validation,13,13,insufficient_sample,1.470403144458782,3.901218359214753,14.801218273050859,0.6923076923076923,1.470403144458782,0.6923076923076923,3.164066558099483,1.2676650762380948,0.6923076923076923,0.9643163457333152,0.6923076923076923,IWM,etf
