datetime,high,low,close,volume,open
2007-01-03 00:00:00+00:00,29.441808134568003,28.967039168010967,29.259204864501953,14244700,29.216597512217426
2007-01-04 00:00:00+00:00,29.55136779806084,29.064425016103023,29.332242965698242,9471500,29.247028269096415
2007-01-05 00:00:00+00:00,29.368767472055488,28.991387068667994,29.088775634765625,10760500,29.320072028043388
2007-01-08 00:00:00+00:00,29.253114196840546,28.80269070563205,29.186159133911133,8239200,28.95486045886211
2007-01-09 00:00:00+00:00,29.283551265082092,28.827041949551425,29.06442642211914,9276700,29.155729213995855
2007-01-10 00:00:00+00:00,29.289622508516008,28.8757207486164,29.277448654174805,15597000,28.893982691090848
2007-01-11 00:00:00+00:00,29.472235713024556,29.180070075149622,29.405282974243164,8049200,29.216591650606276
2007-01-12 00:00:00+00:00,29.37483430052477,29.155711909541463,29.210493087768555,10646700,29.27744579722383
2007-01-16 00:00:00+00:00,29.496579200419795,29.27745442295283,29.45397186279297,8696500,29.313975993172576
2007-01-17 00:00:00+00:00,29.75830897798954,29.289625978983892,29.478317260742188,16291400,29.612227352436822
2007-01-18 00:00:00+00:00,29.56962782402782,29.16789744289403,29.30789566040039,12654200,29.247026365413674
2007-01-19 00:00:00+00:00,29.721799352003007,29.301809318276934,29.679189682006836,14649200,29.39919787414034
2007-01-22 00:00:00+00:00,30.348729803080577,29.642662384111958,30.226993560791016,18325500,29.74613668080638
2007-01-23 00:00:00+00:00,30.348732571502083,29.995697668850966,30.330472946166992,12845300,30.172215120176524
2007-01-24 00:00:00+00:00,30.677423890217806,30.13569760575835,30.653076171875,13857500,30.239174247752167
2007-01-25 00:00:00+00:00,30.8478551102541,30.391345812831545,30.56177520751953,14855900,30.580037158326355
2007-01-26 00:00:00+00:00,30.586115714886922,30.129606525112493,30.2513427734375,13990300,30.43394598496211
2007-01-29 00:00:00+00:00,30.220911505159027,29.892224307186826,30.11134910583496,12085000,30.17221607349234
2007-01-30 00:00:00+00:00,30.58611586850196,30.050477766337224,30.543508529663086,12325700,30.251342925371183
2007-01-31 00:00:00+00:00,31.14002261704252,30.342652161328914,31.00002670288086,18460500,30.476562306147233
2007-02-01 00:00:00+00:00,31.188712158999362,30.95741349496089,31.17045021057129,13420400,31.018280464584986
2007-02-02 00:00:00+00:00,31.243499271291174,30.878290418675704,31.00002670288086,15443400,31.176544198882013
2007-02-05 00:00:00+00:00,31.133930520656182,30.762635974151923,31.018280029296875,8079900,30.92697957614197
2007-02-06 00:00:00+00:00,31.23741785360514,30.896556649394174,31.042640686035156,9849200,30.951337872893667
2007-02-07 00:00:00+00:00,31.17653830068933,30.920891920030797,31.17045021057129,7537400,30.94523963665086
2007-02-08 00:00:00+00:00,31.079155635903188,30.75046836512721,31.00002670288086,10312300,31.079155635903188
2007-02-09 00:00:00+00:00,31.1582696346265,30.482638058529474,30.689586639404297,9489000,31.05479534418909
2007-02-12 00:00:00+00:00,30.829598979614577,30.58612639792512,30.70177459716797,7889000,30.793077395783172
2007-02-13 00:00:00+00:00,31.05480675144234,30.634819024689044,31.01219940185547,8374100,30.6469905629198
2007-02-14 00:00:00+00:00,31.37740391891127,31.042630912669694,31.298274993896484,10745900,31.097412118922044
2007-02-15 00:00:00+00:00,31.32870804667563,30.975673121462908,31.17045021057129,13339600,31.073061666017097
2007-02-16 00:00:00+00:00,31.255660662550206,31.04870974316784,31.194793701171875,11291900,31.140012507161078
2007-02-20 00:00:00+00:00,31.499125318307037,31.115657055597296,31.426084518432617,9171500,31.133918997009776
2007-02-21 00:00:00+00:00,31.56000450855783,31.20697190393141,31.438270568847656,9337100,31.31653430721142
2007-02-22 00:00:00+00:00,31.62086979504613,31.273923002581196,31.432178497314453,9111600,31.529567029902402
2007-02-23 00:00:00+00:00,31.4991359744126,30.87219739272079,31.06088638305664,10042600,31.377399718821952
2007-02-26 00:00:00+00:00,31.2982558414048,30.69566526330135,30.926963806152344,13342800,31.14608617514688
2007-02-27 00:00:00+00:00,30.8052560294591,28.973130257130357,29.959192276000977,21228500,30.8052560294591
2007-02-28 00:00:00+00:00,30.36701517892482,29.758335773223614,30.06267547607422,19180400,29.867898252004043
2007-03-01 00:00:00+00:00,30.0930955468508,29.39920170565015,29.94701385498047,22648000,29.813103702493805
2007-03-02 00:00:00+00:00,29.825273838514097,29.283549848465626,29.332242965698242,16922400,29.79484035000292
2007-03-05 00:00:00+00:00,29.313962664958105,28.72963173867515,28.936582565307617,20199600,28.973101796997362
2007-03-06 00:00:00+00:00,29.630494398963748,28.86964563629916,29.533105850219727,17751900,29.19833285903254
2007-03-07 00:00:00+00:00,29.74613804052985,29.374843529441037,29.435712814331055,13664500,29.63657564965362
2007-03-08 00:00:00+00:00,30.038309241404598,29.59397382754886,29.667016983032227,11979500,29.697450470187174
2007-03-09 00:00:00+00:00,30.038303040952787,29.539186524474367,29.7157039642334,9452900,29.89830717139672
2007-03-12 00:00:00+00:00,29.81310855044806,29.5818097917938,29.727893829345703,10445700,29.606157518373614
2007-03-13 00:00:00+00:00,29.520939808244073,28.340103051807947,28.425317764282227,25294400,29.490506314064227
