datetime,high,low,close,volume,open
2007-01-03 00:00:00+00:00,147.8664040045846,143.86647683200508,145.97552490234375,6494900,145.88825731510462
2007-01-04 00:00:00+00:00,145.93913052116355,144.0482628941906,144.6155242919922,6460200,145.61186603736985
2007-01-05 00:00:00+00:00,145.45186520966251,143.9246161861224,144.76097106933594,5892900,144.31006274116027
2007-01-08 00:00:00+00:00,148.32453345778436,144.0700731696747,148.16453552246094,7851000,144.76096729197323
2007-01-09 00:00:00+00:00,149.01539887043833,146.90635172510372,148.41905212402344,7147100,148.02632595949444
2007-01-10 00:00:00+00:00,151.5899572705511,146.54277505395126,151.34996032714844,8025700,147.92456353125345
2007-01-11 00:00:00+00:00,155.02984959269068,150.97902142947197,154.09169006347656,9039400,151.5171861605346
2007-01-12 00:00:00+00:00,155.79350250916116,153.0153664002105,155.62623596191406,6618900,153.37899608376335
2007-01-16 00:00:00+00:00,156.4551898491771,153.3425230599307,155.335205078125,5846600,153.3425230599307
2007-01-17 00:00:00+00:00,155.6989756862181,153.34266212951476,155.0735321044922,5306300,154.3244557457749
2007-01-18 00:00:00+00:00,156.2224954591373,152.06985301092286,152.4916534423828,6423200,155.45160273688893
2007-01-19 00:00:00+00:00,154.02880850401016,152.1347684094039,153.19105529785156,5333700,152.3096064708853
2007-01-22 00:00:00+00:00,155.34734375844099,152.68841359875344,155.14337158203125,4980700,153.77383458415167
2007-01-23 00:00:00+00:00,155.47119445388094,153.45331479603865,154.90298461914062,6293400,155.03411595096958
2007-01-24 00:00:00+00:00,160.38842035692312,155.18710667668057,160.33743286132812,6386800,155.53677174075978
2007-01-25 00:00:00+00:00,160.63606322125378,154.80826158965837,155.21621704101562,7853800,160.1407054180799
2007-01-26 00:00:00+00:00,156.54937169439566,153.4169361131872,155.52951049804688,7458200,156.30169270609002
2007-01-29 00:00:00+00:00,156.68037997223718,153.07443150604175,153.73733520507812,5890700,155.82077382575798
2007-01-30 00:00:00+00:00,154.66255020757265,151.79235647002255,152.09103393554688,6001000,153.76652892664777
2007-01-31 00:00:00+00:00,154.98311194568402,151.005632125428,154.55331420898438,7235100,151.74139925385148
2007-02-01 00:00:00+00:00,155.8207892598079,152.78305001512393,154.4366912841797,5734500,155.4856970034812
2007-02-02 00:00:00+00:00,155.820838818668,153.7082652122475,155.47845458984375,3527000,153.7082652122475
2007-02-05 00:00:00+00:00,155.6896862882743,154.07247081177835,154.83737182617188,2995700,155.38372810564627
2007-02-06 00:00:00+00:00,157.24867801762474,154.94669341189635,156.36721801757812,3803100,155.37649116926784
2007-02-07 00:00:00+00:00,157.2413981249418,155.23809104772903,155.56590270996094,3621700,156.64404304276954
2007-02-08 00:00:00+00:00,156.77514308957785,152.84137058090167,155.82083129882812,5410500,154.50229304601538
2007-02-09 00:00:00+00:00,159.72549626386328,153.40233575834466,155.3692169189453,9109300,157.1831244855761
