rule,split,horizon_weeks,count,mean_gross_return_pct,median_gross_return_pct,std_gross_return_pct,win_rate,mean_net_return_pct_0bps,win_rate_net_0bps,mean_spy_return_pct,mean_net_return_pct_5bps,win_rate_net_5bps,mean_net_return_pct_10bps,win_rate_net_10bps,mean_net_return_pct_25bps,win_rate_net_25bps,ticker,cohort
candidate,holdout,13,16,4.100251897216909,2.256361645144078,13.2084327722367,0.5625,4.100251897216909,0.5625,2.816717773973042,3.9962036694335943,0.5625,3.892259385933766,0.5625,3.5810486458592266,0.5625,CVX,stock
candidate,validation,13,11,1.3013782078878875,2.5028350813015576,7.175302357750788,0.5454545454545454,1.3013782078878875,0.5454545454545454,5.250628687823833,1.2001274550564291,0.5454545454545454,1.0989778518281865,0.5454545454545454,0.7961344263024227,0.5454545454545454,CVX,stock
baseline,development,13,22,2.7644927633597733,2.8856073936138094,4.721323772378394,0.7272727272727273,2.7644927633597733,0.7272727272727273,3.154089703177652,2.6617796271645244,0.7272727272727273,2.5591691014949274,0.7272727272727273,2.251951652320584,0.6363636363636364,DIA,etf
baseline,holdout,13,16,2.3665749766099156,3.4070837350825944,6.457984087856863,0.75,2.3665749766099156,0.75,2.5727968897384335,2.2642595593419466,0.75,2.162046355278039,0.75,1.8560184929360604,0.6875,DIA,etf
baseline,validation,13,13,1.2767508001565833,4.357255929666248,10.618174365055637,0.7692307692307693,1.2767508001565833,0.7692307692307693,1.7744837884818474,1.175524662425304,0.7692307692307693,1.0743996497067303,0.7692307692307693,0.7716298485348699,0.7692307692307693,DIA,etf
candidate,development,13,24,3.4449621215967987,4.651635429431378,5.7117842432278385,0.7083333333333334,3.4449621215967987,0.7083333333333334,3.616862855620249,3.341568856107958,0.7083333333333334,3.2382788805946205,0.7083333333333334,2.929027148421762,0.6666666666666666,DIA,etf
candidate,holdout,13,16,2.10774471738664,1.7162398493888453,6.225827226713413,0.625,2.10774471738664,0.625,2.8309997539038787,2.005688001027438,0.625,1.903733239429832,0.625,1.5984791576989321,0.625,DIA,etf
candidate,validation,13,12,5.529644659017488,4.625053130321999,5.764781599321042,0.8333333333333334,5.529644659017488,0.8333333333333334,6.157480139131013,5.424167752811589,0.8333333333333334,5.318796218140346,0.8333333333333334,5.003312266703196,0.8333333333333334,DIA,etf
baseline,development,13,21,4.612921937863421,7.2542864277693075,10.377351946751572,0.6666666666666666,4.612921937863421,0.6666666666666666,3.0303980483203885,4.508361296246378,0.6666666666666666,4.403905110814755,0.6666666666666666,4.091161728697028,0.6666666666666666,DIS,stock
baseline,holdout,13,9,-1.9172993450668723,-3.198512844904733,7.202179606719149,0.2222222222222222,-1.9172993450668723,0.2222222222222222,6.744757754463922,-2.015333028879887,0.2222222222222222,-2.1132687769448513,0.2222222222222222,-2.4064898720241383,0.2222222222222222,DIS,stock
baseline,validation,13,11,1.1747835883547415,-0.8709088273971322,10.383011206758516,0.45454545454545453,1.1747835883547415,0.45454545454545453,2.6367357968659664,1.0736593668771384,0.45454545454545453,0.9726361685977978,0.45454545454545453,0.6701712013804113,0.45454545454545453,DIS,stock
candidate,development,13,22,4.939299869702356,7.303869970245513,9.994313050572135,0.6818181818181818,4.939299869702356,0.6818181818181818,3.2774837511942754,4.834413013260886,0.6818181818181818,4.729630938893771,0.6818181818181818,4.415911840427041,0.6818181818181818,DIS,stock
candidate,holdout,13,12,-2.3427213989285898,-5.264020983345796,10.130798484371459,0.3333333333333333,-2.3427213989285898,0.3333333333333333,4.628167967876794,-2.440329873292469,0.3333333333333333,-2.5378408366929572,0.25,-2.8297901201309337,0.25,DIS,stock
candidate,validation,13,12,4.042893000952439,1.1349150741668257,9.403540370720847,0.5,4.042893000952439,0.5,5.223289144610814,3.938902103400275,0.5,3.835015092858639,0.5,3.5239758288778713,0.5,DIS,stock
baseline,development,13,21,3.500213585804419,0.7537170045060826,9.51438819580798,0.5714285714285714,3.500213585804419,0.5714285714285714,3.1692938916827313,3.396765096463294,0.5714285714285714,3.293419952266358,0.5714285714285714,2.9840030442293433,0.5238095238095238,GOOGL,stock
