datetime,open,high,low,close,volume
2018-10-01T05:00:00+0000,79.36,79.55,78.81,79.09,16832131.0
2018-10-02T05:00:00+0000,79.05,79.41,78.796,79.27,8524037.0
2018-10-03T05:00:00+0000,79.6,80.02,79.43,79.6,10534891.0
2018-10-04T05:00:00+0000,79.43,79.75,78.74,79.34,12521034.0
2018-10-05T05:00:00+0000,79.39,79.7528,78.52,78.93,14165540.0
2018-10-08T05:00:00+0000,78.9,79.2,78.31,79.13,9359667.0
2018-10-09T05:00:00+0000,78.9,79.02,77.9,77.91,11606904.0
2018-10-10T05:00:00+0000,77.77,77.77,75.19,75.4,34050401.0
2018-10-11T05:00:00+0000,74.91,75.57,73.2,73.41,54550493.0
2018-10-12T05:00:00+0000,74.7,74.81,73.05,73.9,29409772.0
2018-10-15T05:00:00+0000,73.85,74.63,73.79,74.04,15201219.0
2018-10-16T05:00:00+0000,74.32,75.36,74.0,75.29,12547323.0
2018-10-17T05:00:00+0000,75.31,75.55,74.34,74.74,15610606.0
2018-10-18T05:00:00+0000,74.28,74.58,73.0,73.45,19139268.0
2018-10-19T05:00:00+0000,73.41,73.89,72.92,73.18,17152370.0
2018-10-22T05:00:00+0000,73.29,73.47,72.59,72.93,13675531.0
2018-10-23T05:00:00+0000,71.24,72.25,70.67,71.73,25139942.0
2018-10-24T05:00:00+0000,71.95,72.15,69.17,69.3,22170917.0
2018-10-25T05:00:00+0000,69.6,70.31,69.25,69.79,23871513.0
2018-10-26T05:00:00+0000,69.08,69.86,68.12,69.1,34330876.0
2018-10-29T05:00:00+0000,70.06,70.22,66.99,67.95,23645624.0
2018-10-30T05:00:00+0000,67.88,69.43,67.61,69.35,23445831.0
2018-10-31T05:00:00+0000,70.01,70.74,69.84,69.88,14205471.0
2018-11-01T05:00:00+0000,70.17,71.35,70.019,71.11,22653848.0
2018-11-02T05:00:00+0000,71.75,71.93,70.55,70.99,23216442.0
2018-11-05T06:00:00+0000,71.06,71.64,70.86,71.36,17524352.0
2018-11-06T06:00:00+0000,71.29,72.16,71.19,72.11,15588995.0
2018-11-07T06:00:00+0000,72.79,73.34,72.0,73.28,14217774.0
2018-11-08T06:00:00+0000,73.12,73.54,72.86,73.16,11967438.0
2018-11-09T06:00:00+0000,72.65,72.9,71.91,72.42,23409062.0
2018-11-12T06:00:00+0000,72.37,72.42,70.875,70.99,10822335.0
2018-11-13T06:00:00+0000,71.06,72.225,70.86,71.31,16032159.0
2018-11-14T06:00:00+0000,71.79,72.27,70.6,71.07,18374116.0
2018-11-15T06:00:00+0000,70.53,72.39,70.27,72.01,24411606.0
2018-11-16T06:00:00+0000,71.8,72.34,71.36,71.99,15156011.0
2018-11-19T06:00:00+0000,71.87,71.95,70.57,70.85,14365307.0
2018-11-20T06:00:00+0000,69.68,70.06,69.08,69.38,18024908.0
2018-11-21T06:00:00+0000,69.91,70.42,69.74,69.87,10846049.0
