probe_id,symbol,method,repetition,requested_eastern_start,requested_eastern_end,requested_utc_start,requested_utc_end,http_status,safe_error_classification,raw_candle_count,normalized_candle_count,raw_earliest_timestamp,raw_latest_timestamp,requested_range_earliest,requested_range_latest,out_of_range_candles,unique_regular_sessions,expected_eligible_sessions,expected_regular_session_bars,returned_regular_session_bars,primary_session_bars,early_close_session_bars,extended_hours_bars,regular_session_coverage_pct,missing_regular_session_bars,duplicate_timestamps,duplicate_bar_rate_pct,zero_volume_bars,zero_volume_rate_pct,invalid_ohlc_rows,non_five_minute_intervals,candle_payload_sha256,requested_range_normalized_sha256,date_bound_classification,timestamp_semantics_classification,threshold_result,retry_after_seconds,notes,page_count,next_page_token_present,pagination_complete,repeated_page_token,pagination_cycle_detected
window-2025-12-SPY-iex-rep1,SPY,iex,1,2025-12-01T00:00:00.000000-0500,2025-12-31T23:59:59.999999-0500,2025-12-01T05:00:00.000000+0000,2026-01-01T04:59:59.999999+0000,200,none,1967,1967,2025-12-01T13:00:00.000000+0000,2025-12-31T20:55:00.000000+0000,2025-12-01T13:00:00.000000+0000,2025-12-31T20:55:00.000000+0000,0,21,21,1638,1638,1638,42,287,100.0,0,0,0.0,0,0.0,0,0,,6544e4776acd973ed8e0b0cef109f30c8398ecc78308e2c989efc85000277b7e,honored_exactly,inconsistent,passed,,,1,False,True,False,False
window-2025-12-SPY-iex-rep2,SPY,iex,2,2025-12-01T00:00:00.000000-0500,2025-12-31T23:59:59.999999-0500,2025-12-01T05:00:00.000000+0000,2026-01-01T04:59:59.999999+0000,200,none,1967,1967,2025-12-01T13:00:00.000000+0000,2025-12-31T20:55:00.000000+0000,2025-12-01T13:00:00.000000+0000,2025-12-31T20:55:00.000000+0000,0,21,21,1638,1638,1638,42,287,100.0,0,0,0.0,0,0.0,0,0,,6544e4776acd973ed8e0b0cef109f30c8398ecc78308e2c989efc85000277b7e,honored_exactly,inconsistent,passed,,,1,False,True,False,False
window-2025-12-AAPL-sip-rep1,AAPL,sip,1,2025-12-01T00:00:00.000000-0500,2025-12-31T23:59:59.999999-0500,2025-12-01T05:00:00.000000+0000,2026-01-01T04:59:59.999999+0000,200,none,3821,3821,2025-12-01T09:00:00.000000+0000,2026-01-01T00:55:00.000000+0000,2025-12-01T09:00:00.000000+0000,2026-01-01T00:55:00.000000+0000,0,21,21,1638,1638,1638,42,2141,100.0,0,0,0.0,0,0.0,0,0,,7cb028f015d41d6a80d465738d6e0a31b5e01dedda0b572a7d8a47ff0b09a010,honored_exactly,inconsistent,passed,,,2,True,True,False,False
window-2025-12-AAPL-sip-rep2,AAPL,sip,2,2025-12-01T00:00:00.000000-0500,2025-12-31T23:59:59.999999-0500,2025-12-01T05:00:00.000000+0000,2026-01-01T04:59:59.999999+0000,200,none,3821,3821,2025-12-01T09:00:00.000000+0000,2026-01-01T00:55:00.000000+0000,2025-12-01T09:00:00.000000+0000,2026-01-01T00:55:00.000000+0000,0,21,21,1638,1638,1638,42,2141,100.0,0,0,0.0,0,0.0,0,0,,7cb028f015d41d6a80d465738d6e0a31b5e01dedda0b572a7d8a47ff0b09a010,honored_exactly,inconsistent,passed,,,2,True,True,False,False
window-2025-12-AAPL-iex-rep1,AAPL,iex,1,2025-12-01T00:00:00.000000-0500,2025-12-31T23:59:59.999999-0500,2025-12-01T05:00:00.000000+0000,2026-01-01T04:59:59.999999+0000,200,none,1692,1692,2025-12-01T14:30:00.000000+0000,2025-12-31T20:55:00.000000+0000,2025-12-01T14:30:00.000000+0000,2025-12-31T20:55:00.000000+0000,0,21,21,1638,1638,1638,42,12,100.0,0,0,0.0,0,0.0,0,0,,ea73fb40db69c128067d5b47b4564d37a38d0300fcbcb4a19224d015312e3865,honored_exactly,inconsistent,passed,,,1,False,True,False,False
window-2025-12-AAPL-iex-rep2,AAPL,iex,2,2025-12-01T00:00:00.000000-0500,2025-12-31T23:59:59.999999-0500,2025-12-01T05:00:00.000000+0000,2026-01-01T04:59:59.999999+0000,200,none,1692,1692,2025-12-01T14:30:00.000000+0000,2025-12-31T20:55:00.000000+0000,2025-12-01T14:30:00.000000+0000,2025-12-31T20:55:00.000000+0000,0,21,21,1638,1638,1638,42,12,100.0,0,0,0.0,0,0.0,0,0,,ea73fb40db69c128067d5b47b4564d37a38d0300fcbcb4a19224d015312e3865,honored_exactly,inconsistent,passed,,,1,False,True,False,False
window-2025-12-JPM-sip-rep1,JPM,sip,1,2025-12-01T00:00:00.000000-0500,2025-12-31T23:59:59.999999-0500,2025-12-01T05:00:00.000000+0000,2026-01-01T04:59:59.999999+0000,200,none,2718,2718,2025-12-01T09:20:00.000000+0000,2025-12-31T23:20:00.000000+0000,2025-12-01T09:20:00.000000+0000,2025-12-31T23:20:00.000000+0000,0,21,21,1638,1638,1638,42,1038,100.0,0,0,0.0,0,0.0,0,0,,5631d686c29eb9a877eaf8c164863158275f4efcd5de7b81ee00631113c82e1d,honored_exactly,inconsistent,passed,,,2,True,True,False,False
window-2025-12-JPM-sip-rep2,JPM,sip,2,2025-12-01T00:00:00.000000-0500,2025-12-31T23:59:59.999999-0500,2025-12-01T05:00:00.000000+0000,2026-01-01T04:59:59.999999+0000,200,none,2718,2718,2025-12-01T09:20:00.000000+0000,2025-12-31T23:20:00.000000+0000,2025-12-01T09:20:00.000000+0000,2025-12-31T23:20:00.000000+0000,0,21,21,1638,1638,1638,42,1038,100.0,0,0,0.0,0,0.0,0,0,,5631d686c29eb9a877eaf8c164863158275f4efcd5de7b81ee00631113c82e1d,honored_exactly,inconsistent,passed,,,2,True,True,False,False
window-2025-12-JPM-iex-rep1,JPM,iex,1,2025-12-01T00:00:00.000000-0500,2025-12-31T23:59:59.999999-0500,2025-12-01T05:00:00.000000+0000,2026-01-01T04:59:59.999999+0000,200,none,1679,1679,2025-12-01T14:30:00.000000+0000,2025-12-31T20:55:00.000000+0000,2025-12-01T14:30:00.000000+0000,2025-12-31T20:55:00.000000+0000,0,21,21,1638,1636,1636,42,1,99.87789987789988,2,0,0.0,0,0.0,0,0,,c94e1d4ab56cebe6e21c3a034d182d9ffc02ff0f75d503bb90c2fe56ea54837c,honored_exactly,bar_start,passed,,,1,False,True,False,False
window-2025-12-JPM-iex-rep2,JPM,iex,2,2025-12-01T00:00:00.000000-0500,2025-12-31T23:59:59.999999-0500,2025-12-01T05:00:00.000000+0000,2026-01-01T04:59:59.999999+0000,200,none,1679,1679,2025-12-01T14:30:00.000000+0000,2025-12-31T20:55:00.000000+0000,2025-12-01T14:30:00.000000+0000,2025-12-31T20:55:00.000000+0000,0,21,21,1638,1636,1636,42,1,99.87789987789988,2,0,0.0,0,0.0,0,0,,c94e1d4ab56cebe6e21c3a034d182d9ffc02ff0f75d503bb90c2fe56ea54837c,honored_exactly,bar_start,passed,,,1,False,True,False,False
overlap-left-SPY-sip-rep1,SPY,sip,1,2024-06-03T00:00:00.000000-0400,2024-06-14T23:59:59.999999-0400,2024-06-03T04:00:00.000000+0000,2024-06-15T03:59:59.999999+0000,200,none,1858,1858,2024-06-03T08:00:00.000000+0000,2024-06-15T00:00:00.000000+0000,2024-06-03T08:00:00.000000+0000,2024-06-15T00:00:00.000000+0000,0,10,10,780,780,780,0,1078,100.0,0,0,0.0,0,0.0,0,0,,cf7deecf81c996b2b5d918c615d50447236ca0dc1bf22c1d5e038fb3511a45da,honored_exactly,inconsistent,passed,,,1,False,True,False,False
overlap-left-SPY-sip-rep2,SPY,sip,2,2024-06-03T00:00:00.000000-0400,2024-06-14T23:59:59.999999-0400,2024-06-03T04:00:00.000000+0000,2024-06-15T03:59:59.999999+0000,200,none,1858,1858,2024-06-03T08:00:00.000000+0000,2024-06-15T00:00:00.000000+0000,2024-06-03T08:00:00.000000+0000,2024-06-15T00:00:00.000000+0000,0,10,10,780,780,780,0,1078,100.0,0,0,0.0,0,0.0,0,0,,cf7deecf81c996b2b5d918c615d50447236ca0dc1bf22c1d5e038fb3511a45da,honored_exactly,inconsistent,passed,,,1,False,True,False,False
overlap-left-SPY-iex-rep1,SPY,iex,1,2024-06-03T00:00:00.000000-0400,2024-06-14T23:59:59.999999-0400,2024-06-03T04:00:00.000000+0000,2024-06-15T03:59:59.999999+0000,200,none,790,790,2024-06-03T13:30:00.000000+0000,2024-06-14T20:00:00.000000+0000,2024-06-03T13:30:00.000000+0000,2024-06-14T20:00:00.000000+0000,0,10,10,780,779,779,0,11,99.87179487179488,1,0,0.0,0,0.0,0,0,,917dbca1b1e1552feee94022f54f44c2ef74c489ff1af08e9e4ddc4fab50d0a2,honored_exactly,inconsistent,passed,,,1,False,True,False,False
overlap-left-SPY-iex-rep2,SPY,iex,2,2024-06-03T00:00:00.000000-0400,2024-06-14T23:59:59.999999-0400,2024-06-03T04:00:00.000000+0000,2024-06-15T03:59:59.999999+0000,200,none,790,790,2024-06-03T13:30:00.000000+0000,2024-06-14T20:00:00.000000+0000,2024-06-03T13:30:00.000000+0000,2024-06-14T20:00:00.000000+0000,0,10,10,780,779,779,0,11,99.87179487179488,1,0,0.0,0,0.0,0,0,,917dbca1b1e1552feee94022f54f44c2ef74c489ff1af08e9e4ddc4fab50d0a2,honored_exactly,inconsistent,passed,,,1,False,True,False,False
overlap-right-SPY-sip-rep1,SPY,sip,1,2024-06-10T00:00:00.000000-0400,2024-06-28T23:59:59.999999-0400,2024-06-10T04:00:00.000000+0000,2024-06-29T03:59:59.999999+0000,200,none,2595,2595,2024-06-10T08:00:00.000000+0000,2024-06-28T23:55:00.000000+0000,2024-06-10T08:00:00.000000+0000,2024-06-28T23:55:00.000000+0000,0,14,14,1092,1092,1092,0,1503,100.0,0,0,0.0,0,0.0,0,0,,683bfa975143343348165579e178f235af2b1c3f31b9fe4d77169200382cbe33,honored_exactly,inconsistent,passed,,,2,True,True,False,False
overlap-right-SPY-sip-rep2,SPY,sip,2,2024-06-10T00:00:00.000000-0400,2024-06-28T23:59:59.999999-0400,2024-06-10T04:00:00.000000+0000,2024-06-29T03:59:59.999999+0000,200,none,2595,2595,2024-06-10T08:00:00.000000+0000,2024-06-28T23:55:00.000000+0000,2024-06-10T08:00:00.000000+0000,2024-06-28T23:55:00.000000+0000,0,14,14,1092,1092,1092,0,1503,100.0,0,0,0.0,0,0.0,0,0,,683bfa975143343348165579e178f235af2b1c3f31b9fe4d77169200382cbe33,honored_exactly,inconsistent,passed,,,2,True,True,False,False
overlap-right-SPY-iex-rep1,SPY,iex,1,2024-06-10T00:00:00.000000-0400,2024-06-28T23:59:59.999999-0400,2024-06-10T04:00:00.000000+0000,2024-06-29T03:59:59.999999+0000,200,none,1106,1106,2024-06-10T13:30:00.000000+0000,2024-06-28T19:55:00.000000+0000,2024-06-10T13:30:00.000000+0000,2024-06-28T19:55:00.000000+0000,0,14,14,1092,1091,1091,0,15,99.9084249084249,1,0,0.0,0,0.0,0,0,,8140907e32b391ac6caa32e7c52dc5cd7af66668996d46ab8110502901dc7fb8,honored_exactly,inconsistent,passed,,,1,False,True,False,False
overlap-right-SPY-iex-rep2,SPY,iex,2,2024-06-10T00:00:00.000000-0400,2024-06-28T23:59:59.999999-0400,2024-06-10T04:00:00.000000+0000,2024-06-29T03:59:59.999999+0000,200,none,1106,1106,2024-06-10T13:30:00.000000+0000,2024-06-28T19:55:00.000000+0000,2024-06-10T13:30:00.000000+0000,2024-06-28T19:55:00.000000+0000,0,14,14,1092,1091,1091,0,15,99.9084249084249,1,0,0.0,0,0.0,0,0,,8140907e32b391ac6caa32e7c52dc5cd7af66668996d46ab8110502901dc7fb8,honored_exactly,inconsistent,passed,,,1,False,True,False,False
