datetime,low,open,close,high,volume
2007-01-03 00:00:00+00:00,15.50863487114031,15.50863487114031,15.639510154724121,15.710895641540874,2059700
2007-01-04 00:00:00+00:00,15.55027504197311,15.609763698150061,15.66330337524414,15.67520133340988,845300
2007-01-05 00:00:00+00:00,15.508629326044593,15.669248315930906,15.550271034240723,15.669248315930906,1360200
2007-01-08 00:00:00+00:00,15.490777058453826,15.502673873933078,15.574060440063477,15.59785520567296,965200
2007-01-09 00:00:00+00:00,15.56216959682031,15.585965507947817,15.609760284423828,15.639505173333212,2437600
2007-01-10 00:00:00+00:00,15.526481286741559,15.609764730104072,15.675202369689941,15.704946132418891,1042000
2007-01-11 00:00:00+00:00,15.63950625360396,15.77038036989066,15.794175148010254,15.823920038974212,1823700
2007-01-12 00:00:00+00:00,15.746580298956898,15.823915860389798,15.770376205444336,15.823915860389798,1333300
2007-01-16 00:00:00+00:00,15.746583240839046,15.764430174038909,15.78227710723877,15.817969838987008,1941800
2007-01-17 00:00:00+00:00,15.788230410457592,15.800127234532042,15.829872131347656,15.8655648728746,1573700
2007-01-18 00:00:00+00:00,15.788235962137819,15.865570451748262,15.806081771850586,15.865570451748262,664400
2007-01-19 00:00:00+00:00,15.776332451731346,15.776332451731346,15.829872131347656,15.853666914148354,773400
2007-01-22 00:00:00+00:00,15.752530711155828,15.764428665483843,15.812019348144531,15.835815256800565,2141800
2007-01-23 00:00:00+00:00,15.7882306725914,15.81797443524906,15.841769218444824,15.877463095216191,646700
2007-01-24 00:00:00+00:00,15.812028887658915,15.883415522043723,15.901261329650879,15.901261329650879,2088000
2007-01-25 00:00:00+00:00,15.770388027036367,15.936956093355183,15.800131797790527,15.936956093355183,2132700
2007-01-26 00:00:00+00:00,15.710896043761522,15.776333687228721,15.7584867477417,15.817975411379889,3047100
2007-01-29 00:00:00+00:00,15.770388027036367,15.82987670319681,15.800131797790527,15.871518436113483,1363700
2007-01-30 00:00:00+00:00,15.728732734377635,15.734681710330278,15.78822135925293,15.817965104365005,2545300
2007-01-31 00:00:00+00:00,15.746584108721102,15.80607275468124,15.853663444519043,15.871510378702547,1858800
2007-02-01 00:00:00+00:00,15.877462814237187,15.901257597011861,15.913155555725098,15.966695235282858,2725800
2007-02-02 00:00:00+00:00,15.907206010087892,15.948847729450014,15.942898750305176,15.978592625174212,1108000
2007-02-05 00:00:00+00:00,15.865568500637869,15.907210231049582,15.889363288879395,15.919108192496372,1195900
2007-02-06 00:00:00+00:00,15.847723124425682,15.942904556101043,15.865570068359375,15.942904556101043,1561800
2007-02-07 00:00:00+00:00,15.812025193258288,15.841768955422108,15.829872131347656,15.901257614401542,1713200
2007-02-08 00:00:00+00:00,15.758490064873852,15.81202975995304,15.800131797790527,15.82987670319681,1844200
2007-02-09 00:00:00+00:00,15.716843244645457,15.812024641832496,15.776331901550293,15.847717382114695,782700
2007-02-12 00:00:00+00:00,15.7346880281975,15.79417554230736,15.740635871887207,15.79417554230736,922300
2007-02-13 00:00:00+00:00,15.734687635385482,15.734687635385482,15.794175148010254,15.853663795286598,770000
2007-02-14 00:00:00+00:00,15.817977789502761,15.847721558467683,15.889363288879395,15.907210231049582,1683400
2007-02-15 00:00:00+00:00,15.853669456356753,15.853669456356753,15.98454475402832,15.996441580010483,980100
2007-02-16 00:00:00+00:00,15.931004456363251,15.96074822215873,16.008338928222656,16.008338928222656,1131100
2007-02-20 00:00:00+00:00,15.954796378035867,16.222494760748575,16.09161949157715,16.222494760748575,1113900
2007-02-21 00:00:00+00:00,15.996433301204153,16.079717847888,16.002382278442383,16.08566682512623,837200
2007-02-22 00:00:00+00:00,15.901257030943052,15.972643646029372,15.942898750305176,16.020234344536334,2054600
2007-02-23 00:00:00+00:00,15.889350606930977,15.954788208007812,15.954788208007812,15.954788208007812,1364800
2007-02-26 00:00:00+00:00,15.883410319470498,15.9547957958211,15.948846817016602,15.966693753430098,989400
2007-02-27 00:00:00+00:00,15.35395674846357,15.877455338855723,15.585962295532227,15.889352157315935,4679900
2007-02-28 00:00:00+00:00,15.44914128826764,15.556220619038433,15.609760284423828,15.681146883154856,2056300
2007-03-01 00:00:00+00:00,15.348013234665958,15.348013234665958,15.645455360412598,15.645455360412598,2121100
2007-03-02 00:00:00+00:00,15.377757421369969,15.50863154220977,15.401552200317383,15.574069169955475,2159900
2007-03-05 00:00:00+00:00,15.169546221046927,15.306369306802754,15.348011016845703,15.496732058228515,2645300
2007-03-06 00:00:00+00:00,15.37775900865689,15.383707987670697,15.466991424560547,15.526480080046895,2027700
2007-03-07 00:00:00+00:00,15.407501220703125,15.53242749813521,15.407501220703125,15.53242749813521,1882900
2007-03-08 00:00:00+00:00,15.282573852414984,15.312317605511806,15.550271034240723,15.984537318153878,1756100
2007-03-09 00:00:00+00:00,15.514577875881761,15.597861289978027,15.597861289978027,15.609759244749329,1510500
2007-03-12 00:00:00+00:00,15.562173440896386,15.60381516100412,15.615713119506836,15.63950903651227,1086800
2007-03-13 00:00:00+00:00,15.31826400756836,15.556217396289655,15.31826400756836,15.574064325937975,1423300
2007-03-14 00:00:00+00:00,15.211187931089874,15.383704883726656,15.348011016845703,15.425346593769605,2661600
2007-03-15 00:00:00+00:00,15.401549957011072,15.401549957011072,15.54432201385498,15.54432201385498,1459600
2007-03-16 00:00:00+00:00,15.460037082638092,15.54373374560898,15.501885414123535,15.579603581127715,1909800
2007-03-19 00:00:00+00:00,15.543728012965879,15.543728012965879,15.603511810302734,15.627424645068823,785600
2007-03-20 00:00:00+00:00,15.591555729062192,15.603512717280799,15.752971649169922,15.752971649169924,1460200
2007-03-21 00:00:00+00:00,15.681231754501608,15.752972547623756,15.90243148803711,15.914388476937672,1103200
2007-03-22 00:00:00+00:00,15.884494692688259,15.944278491971934,15.980148315429688,15.980148315429688,2610500
2007-03-23 00:00:00+00:00,15.860576727368985,15.914382015293976,16.016014099121094,16.016014099121094,1196200
2007-03-26 00:00:00+00:00,15.824712200464681,15.950258303358135,15.90243148803711,15.950258303358135,1162600
2007-03-27 00:00:00+00:00,15.788839210402672,15.902428301635489,15.830687522888184,15.902428301635489,1892100
2007-03-28 00:00:00+00:00,15.717105573902295,15.794823735299566,15.800802230834961,15.878520392232232,1289100
2007-03-29 00:00:00+00:00,15.770903872871594,15.860580132184696,15.890471458435059,15.914385431660154,1844700
2007-03-30 00:00:00+00:00,15.48992140259295,15.87851434207747,15.932319641113281,15.950255120885549,2088700
2007-04-02 00:00:00+00:00,15.896454437811032,15.92036727750346,15.974172592163086,15.992108077143401,1076000
2007-04-03 00:00:00+00:00,15.980139788120844,16.01003224195206,16.081771850585938,16.12362014566912,2240000
2007-04-04 00:00:00+00:00,16.051888471405096,16.051888471405096,16.153520584106445,16.16547757154921,2778800
2007-04-05 00:00:00+00:00,16.093735707228866,16.159497993470126,16.19536781311035,16.19536781311035,794800
2007-04-09 00:00:00+00:00,16.153520584106445,16.20134739359643,16.153520584106445,16.237217215643643,326500
2007-04-10 00:00:00+00:00,16.17146122068642,16.21928804879582,16.231245040893555,16.231245040893555,1157200
2007-04-11 00:00:00+00:00,16.06982331145034,16.17145542730859,16.123628616333008,16.219282238284176,1958500
2007-04-12 00:00:00+00:00,16.063843380418497,16.087756211928973,16.14156150817871,16.19536680442845,735700
2007-04-13 00:00:00+00:00,16.129605526869096,16.16547648679033,16.19536781311035,16.20134630643056,632600
2007-04-16 00:00:00+00:00,16.201353700930753,16.285050365051823,16.231245040893555,16.285050365051823,1402900
2007-04-17 00:00:00+00:00,16.27906324459311,16.302977216119302,16.380695343017578,16.380695343017578,957500
2007-04-18 00:00:00+00:00,16.285033309463397,16.308947268613373,16.338838577270508,16.344817067058003,717400
2007-04-19 00:00:00+00:00,16.249171280820402,16.249171280820402,16.35080337524414,16.356781867890348,256000
2007-04-20 00:00:00+00:00,16.380701315493233,16.380701315493233,16.500268936157227,16.500268936157227,1448400
2007-04-23 00:00:00+00:00,16.416569474796905,16.458418935967046,16.464397430419922,16.512224245761715,2432500
2007-04-24 00:00:00+00:00,16.350807279689537,16.43450391616076,16.458417892456055,16.500266210691667,695900
2007-04-25 00:00:00+00:00,16.48830705116633,16.53015536389086,16.542112350463867,16.572003676615385,811800
2007-04-26 00:00:00+00:00,16.434504372253397,16.55407197648582,16.47635269165039,16.55407197648582,995100
2007-04-27 00:00:00+00:00,16.004061413554485,16.416567211398664,16.440481185913086,16.452438173170297,675400
2007-04-30 00:00:00+00:00,16.380695343017578,16.43450063867059,16.380695343017578,16.536132737095055,836300
2007-05-01 00:00:00+00:00,16.249177196134024,16.374722166564812,16.314939498901367,16.374722166564812,2412700
2007-05-02 00:00:00+00:00,16.320907592773438,16.35677854135547,16.320907592773438,16.428518157958248,1805700
