family,provider,symbol,as_of_date,endpoint_pattern,http_status,error_classification,retry_count,request_timestamp_utc
security_identity_lifecycle_and_exclusion_classification,massive,,,/v3/reference/tickers/types,200,none,0,2026-08-16T19:48:21.868193Z
security_identity_lifecycle_and_exclusion_classification,massive,AAPL,2016-03-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T19:48:33.964603Z
security_identity_lifecycle_and_exclusion_classification,massive,AAPL,2018-06-29,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T19:48:46.068122Z
security_identity_lifecycle_and_exclusion_classification,massive,AAPL,2020-08-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T19:48:58.166131Z
security_identity_lifecycle_and_exclusion_classification,massive,AAPL,2020-12-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T19:49:10.267257Z
security_identity_lifecycle_and_exclusion_classification,massive,GOOGL,2016-03-31,/v3/reference/tickers/{ticker},404,response,0,2026-08-16T19:49:22.368644Z
security_identity_lifecycle_and_exclusion_classification,massive,GOOGL,2018-06-29,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T19:49:34.466070Z
security_identity_lifecycle_and_exclusion_classification,massive,GOOGL,2020-03-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T19:49:46.567003Z
security_identity_lifecycle_and_exclusion_classification,massive,GOOGL,2020-12-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T19:49:58.666523Z
security_identity_lifecycle_and_exclusion_classification,massive,FDX,2016-03-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T19:50:10.766674Z
security_identity_lifecycle_and_exclusion_classification,massive,FDX,2018-06-29,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T19:50:22.869379Z
security_identity_lifecycle_and_exclusion_classification,massive,FDX,2020-03-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T19:50:34.967617Z
security_identity_lifecycle_and_exclusion_classification,massive,FDX,2020-12-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T19:50:47.068217Z
security_identity_lifecycle_and_exclusion_classification,massive,FB,2016-03-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T19:50:59.167877Z
security_identity_lifecycle_and_exclusion_classification,massive,FB,2018-06-29,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T19:51:11.267502Z
security_identity_lifecycle_and_exclusion_classification,massive,FB,2020-03-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T19:51:23.366107Z
security_identity_lifecycle_and_exclusion_classification,massive,FB,2020-12-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T19:51:35.467657Z
security_identity_lifecycle_and_exclusion_classification,massive,PYPL,2016-03-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T19:51:47.565890Z
security_identity_lifecycle_and_exclusion_classification,massive,PYPL,2018-06-29,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T19:51:59.665308Z
security_identity_lifecycle_and_exclusion_classification,massive,PYPL,2020-03-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T19:52:11.767807Z
security_identity_lifecycle_and_exclusion_classification,massive,PYPL,2020-12-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T19:52:23.879639Z
security_identity_lifecycle_and_exclusion_classification,massive,YHOO,2016-03-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T19:52:35.967328Z
security_identity_lifecycle_and_exclusion_classification,massive,YHOO,2017-03-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T19:52:48.067285Z
security_identity_lifecycle_and_exclusion_classification,massive,YHOO,2018-03-31,/v3/reference/tickers/{ticker},404,response,0,2026-08-16T19:53:00.168526Z
security_identity_lifecycle_and_exclusion_classification,massive,SPY,2016-03-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T19:53:12.268844Z
security_identity_lifecycle_and_exclusion_classification,massive,SPY,2018-06-29,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T19:53:24.367672Z
security_identity_lifecycle_and_exclusion_classification,massive,SPY,2020-03-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T19:53:36.467376Z
security_identity_lifecycle_and_exclusion_classification,massive,SPY,2020-12-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T19:53:48.568480Z
security_identity_lifecycle_and_exclusion_classification,massive,PFF,2016-03-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T19:54:00.667666Z
security_identity_lifecycle_and_exclusion_classification,massive,PFF,2020-12-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T19:54:12.768937Z
security_identity_lifecycle_and_exclusion_classification,massive,IGR,2016-03-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T19:54:24.870036Z
security_identity_lifecycle_and_exclusion_classification,massive,IGR,2020-12-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T19:54:36.969653Z
security_identity_lifecycle_and_exclusion_classification,massive,IPOD,2020-09-30,/v3/reference/tickers/{ticker},404,response,0,2026-08-16T19:54:49.069159Z
security_identity_lifecycle_and_exclusion_classification,massive,IPOD,2020-12-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T19:55:01.182633Z
security_identity_lifecycle_and_exclusion_classification,massive,TWX,2016-03-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T19:55:13.268886Z
security_identity_lifecycle_and_exclusion_classification,massive,TWX,2017-12-29,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T19:55:25.370775Z
security_identity_lifecycle_and_exclusion_classification,massive,TWX,2018-06-14,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T19:55:37.471160Z
security_identity_lifecycle_and_exclusion_classification,massive,TWX,2019-03-31,/v3/reference/tickers/{ticker},404,response,0,2026-08-16T19:55:49.570322Z
security_identity_lifecycle_and_exclusion_classification,massive,SIRI,2016-03-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T19:56:01.671665Z
security_identity_lifecycle_and_exclusion_classification,massive,SIRI,2018-06-29,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T19:56:13.771554Z
security_identity_lifecycle_and_exclusion_classification,massive,SIRI,2020-03-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T19:56:25.879122Z
security_identity_lifecycle_and_exclusion_classification,massive,SIRI,2020-12-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T19:56:37.969923Z
security_identity_lifecycle_and_exclusion_classification,massive,AAPL,,/vX/reference/tickers/{id}/events,200,none,0,2026-08-16T19:56:50.074681Z
security_identity_lifecycle_and_exclusion_classification,massive,FB,,/vX/reference/tickers/{id}/events,200,none,0,2026-08-16T19:57:02.172116Z
security_identity_lifecycle_and_exclusion_classification,massive,GOOGL,,/vX/reference/tickers/{id}/events,200,none,0,2026-08-16T19:57:14.271920Z
security_identity_lifecycle_and_exclusion_classification,massive,META,,/vX/reference/tickers/{id}/events,200,none,0,2026-08-16T19:57:26.371484Z
security_identity_lifecycle_and_exclusion_classification,massive,PYPL,,/vX/reference/tickers/{id}/events,200,none,0,2026-08-16T19:57:38.470344Z
security_identity_lifecycle_and_exclusion_classification,massive,SIRI,,/vX/reference/tickers/{id}/events,200,none,0,2026-08-16T19:57:50.573209Z
security_identity_lifecycle_and_exclusion_classification,massive,TWX,,/vX/reference/tickers/{id}/events,404,response,0,2026-08-16T19:58:02.684156Z
security_identity_lifecycle_and_exclusion_classification,massive,YHOO,,/vX/reference/tickers/{id}/events,404,response,0,2026-08-16T19:58:14.777341Z
security_identity_lifecycle_and_exclusion_classification,massive,AAPL,,/v3/reference/splits?ticker={ticker},200,none,0,2026-08-16T19:58:39.032844Z
security_identity_lifecycle_and_exclusion_classification,massive,AAPL,,/v3/reference/dividends?ticker={ticker},200,none,0,2026-08-16T19:58:39.032868Z
security_identity_lifecycle_and_exclusion_classification,massive,GOOGL,,/v3/reference/splits?ticker={ticker},200,none,0,2026-08-16T19:59:03.174093Z
security_identity_lifecycle_and_exclusion_classification,massive,GOOGL,,/v3/reference/dividends?ticker={ticker},200,none,0,2026-08-16T19:59:03.174113Z
security_identity_lifecycle_and_exclusion_classification,massive,SIRI,,/v3/reference/splits?ticker={ticker},200,none,0,2026-08-16T19:59:27.428864Z
security_identity_lifecycle_and_exclusion_classification,massive,SIRI,,/v3/reference/dividends?ticker={ticker},200,none,0,2026-08-16T19:59:27.428890Z
earnings_event_timing,massive,AAPL,,/vX/reference/financials,200,none,0,2026-08-16T19:59:27.623686Z
earnings_event_timing,massive,GOOGL,,/vX/reference/financials,200,none,0,2026-08-16T19:59:39.724222Z
earnings_event_timing,massive,FDX,,/vX/reference/financials,200,none,0,2026-08-16T20:00:52.016542Z
