family,provider,symbol,as_of_date,endpoint_pattern,http_status,error_classification,retry_count,request_timestamp_utc
daily_market_data,massive/polygon,AAPL,,v2/aggs/ticker/{ticker}/range/1/day/{start}/{end},403,entitlement,0,2026-08-12T22:38:45.507201Z
daily_market_data,alpaca,AAPL,,/v2/stocks/{symbol}/bars,200,none,0,2026-08-12T22:38:45.890396Z
daily_market_data,alpaca,AAPL,,/v2/stocks/{symbol}/bars,200,none,0,2026-08-12T22:38:47.983979Z
daily_market_data,massive/polygon,AAPL,,/v3/reference/splits?ticker={ticker},200,none,0,2026-08-12T22:38:48.177545Z
daily_market_data,massive/polygon,AAPL,,/v3/reference/dividends?ticker={ticker},200,none,0,2026-08-12T22:39:00.338197Z
security_master_and_corporate_actions,massive,AAPL,2016-03-31,/v3/reference/tickers?ticker={ticker}&date={date}&active=True,200,none,0,2026-08-12T22:39:00.574447Z
security_master_and_corporate_actions,massive,AAPL,2016-03-31,/v3/reference/tickers?ticker={ticker}&date={date}&active=False,200,none,0,2026-08-12T22:39:12.668000Z
security_master_and_corporate_actions,massive,AAPL,2018-06-29,/v3/reference/tickers?ticker={ticker}&date={date}&active=True,200,none,0,2026-08-12T22:39:24.775978Z
security_master_and_corporate_actions,massive,GOOGL,2016-03-31,/v3/reference/tickers?ticker={ticker}&date={date}&active=True,200,none,0,2026-08-12T22:39:36.840755Z
security_master_and_corporate_actions,massive,GOOGL,2016-03-31,/v3/reference/tickers?ticker={ticker}&date={date}&active=False,200,none,0,2026-08-12T22:39:48.981177Z
security_master_and_corporate_actions,massive,GOOGL,2018-06-29,/v3/reference/tickers?ticker={ticker}&date={date}&active=True,200,none,0,2026-08-12T22:40:01.084259Z
security_master_and_corporate_actions,massive,FDX,2016-03-31,/v3/reference/tickers?ticker={ticker}&date={date}&active=True,200,none,0,2026-08-12T22:40:13.181625Z
security_master_and_corporate_actions,massive,FB,2016-03-31,/v3/reference/tickers?ticker={ticker}&date={date}&active=True,200,none,0,2026-08-12T22:40:25.282738Z
security_master_and_corporate_actions,massive,FB,2016-03-31,/v3/reference/tickers?ticker={ticker}&date={date}&active=False,200,none,0,2026-08-12T22:40:37.343644Z
security_master_and_corporate_actions,massive,FB,2018-06-29,/v3/reference/tickers?ticker={ticker}&date={date}&active=True,200,none,0,2026-08-12T22:40:49.485937Z
security_master_and_corporate_actions,massive,PYPL,2016-03-31,/v3/reference/tickers?ticker={ticker}&date={date}&active=True,200,none,0,2026-08-12T22:41:01.572420Z
security_master_and_corporate_actions,massive,PYPL,2016-03-31,/v3/reference/tickers?ticker={ticker}&date={date}&active=False,200,none,0,2026-08-12T22:41:13.672779Z
security_master_and_corporate_actions,massive,PYPL,2018-06-29,/v3/reference/tickers?ticker={ticker}&date={date}&active=True,200,none,0,2026-08-12T22:41:25.775923Z
security_master_and_corporate_actions,massive,YHOO,2016-03-31,/v3/reference/tickers?ticker={ticker}&date={date}&active=True,200,none,0,2026-08-12T22:41:37.872214Z
security_master_and_corporate_actions,massive,YHOO,2016-03-31,/v3/reference/tickers?ticker={ticker}&date={date}&active=False,200,none,0,2026-08-12T22:41:50.024969Z
security_master_and_corporate_actions,massive,YHOO,2017-03-31,/v3/reference/tickers?ticker={ticker}&date={date}&active=True,200,none,0,2026-08-12T22:42:02.045279Z
security_master_and_corporate_actions,massive,SPY,2016-03-31,/v3/reference/tickers?ticker={ticker}&date={date}&active=True,200,none,0,2026-08-12T22:42:14.170963Z
security_master_and_corporate_actions,massive,PFF,2016-03-31,/v3/reference/tickers?ticker={ticker}&date={date}&active=True,200,none,0,2026-08-12T22:42:26.279738Z
security_master_and_corporate_actions,massive,IGR,2016-03-31,/v3/reference/tickers?ticker={ticker}&date={date}&active=True,200,none,0,2026-08-12T22:42:38.375049Z
