family,provider,symbol,as_of_date,endpoint_pattern,http_status,error_classification,retry_count,request_timestamp_utc
security_identity_lifecycle_and_exclusion_classification,massive,,,/v3/reference/tickers/types,200,none,0,2026-08-16T20:43:57.489048Z
security_identity_lifecycle_and_exclusion_classification,massive,AAPL,2016-03-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T20:44:09.628390Z
security_identity_lifecycle_and_exclusion_classification,massive,AAPL,2018-06-29,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T20:44:21.688360Z
security_identity_lifecycle_and_exclusion_classification,massive,AAPL,2020-08-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T20:44:33.821791Z
security_identity_lifecycle_and_exclusion_classification,massive,AAPL,2020-12-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T20:44:45.888302Z
security_identity_lifecycle_and_exclusion_classification,massive,GOOGL,2016-03-31,/v3/reference/tickers/{ticker},404,response,0,2026-08-16T20:44:58.018674Z
security_identity_lifecycle_and_exclusion_classification,massive,GOOGL,2018-06-29,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T20:45:10.086511Z
security_identity_lifecycle_and_exclusion_classification,massive,GOOGL,2020-03-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T20:45:22.189968Z
security_identity_lifecycle_and_exclusion_classification,massive,GOOGL,2020-12-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T20:45:34.289893Z
security_identity_lifecycle_and_exclusion_classification,massive,FDX,2016-03-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T20:45:46.425423Z
security_identity_lifecycle_and_exclusion_classification,massive,FDX,2018-06-29,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T20:45:58.492108Z
security_identity_lifecycle_and_exclusion_classification,massive,FDX,2020-03-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T20:46:10.588801Z
security_identity_lifecycle_and_exclusion_classification,massive,FDX,2020-12-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T20:46:22.688846Z
security_identity_lifecycle_and_exclusion_classification,massive,FB,2016-03-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T20:46:34.823463Z
security_identity_lifecycle_and_exclusion_classification,massive,FB,2018-06-29,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T20:46:46.888177Z
security_identity_lifecycle_and_exclusion_classification,massive,FB,2020-03-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T20:46:58.991019Z
security_identity_lifecycle_and_exclusion_classification,massive,FB,2020-12-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T20:47:11.089933Z
security_identity_lifecycle_and_exclusion_classification,massive,PYPL,2016-03-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T20:47:23.235671Z
security_identity_lifecycle_and_exclusion_classification,massive,PYPL,2018-06-29,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T20:47:35.290783Z
security_identity_lifecycle_and_exclusion_classification,massive,PYPL,2020-03-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T20:47:47.390881Z
security_identity_lifecycle_and_exclusion_classification,massive,PYPL,2020-12-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T20:47:59.490398Z
security_identity_lifecycle_and_exclusion_classification,massive,YHOO,2016-03-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T20:48:11.601934Z
security_identity_lifecycle_and_exclusion_classification,massive,YHOO,2017-03-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T20:48:23.690448Z
security_identity_lifecycle_and_exclusion_classification,massive,YHOO,2018-03-31,/v3/reference/tickers/{ticker},404,response,0,2026-08-16T20:48:35.798228Z
security_identity_lifecycle_and_exclusion_classification,massive,SPY,2016-03-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T20:48:47.925981Z
security_identity_lifecycle_and_exclusion_classification,massive,SPY,2018-06-29,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T20:48:59.991097Z
security_identity_lifecycle_and_exclusion_classification,massive,SPY,2020-03-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T20:49:12.092996Z
security_identity_lifecycle_and_exclusion_classification,massive,SPY,2020-12-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T20:49:24.193572Z
security_identity_lifecycle_and_exclusion_classification,massive,PFF,2016-03-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T20:49:36.332722Z
security_identity_lifecycle_and_exclusion_classification,massive,PFF,2020-12-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T20:49:48.393208Z
security_identity_lifecycle_and_exclusion_classification,massive,IGR,2016-03-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T20:50:00.529221Z
security_identity_lifecycle_and_exclusion_classification,massive,IGR,2020-12-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T20:50:12.597790Z
security_identity_lifecycle_and_exclusion_classification,massive,IPOD,2020-09-30,/v3/reference/tickers/{ticker},404,response,0,2026-08-16T20:50:24.732241Z
security_identity_lifecycle_and_exclusion_classification,massive,IPOD,2020-12-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T20:50:36.793581Z
security_identity_lifecycle_and_exclusion_classification,massive,TWX,2016-03-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T20:50:48.931355Z
security_identity_lifecycle_and_exclusion_classification,massive,TWX,2017-12-29,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T20:51:00.994747Z
security_identity_lifecycle_and_exclusion_classification,massive,TWX,2018-06-14,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T20:51:13.094846Z
security_identity_lifecycle_and_exclusion_classification,massive,TWX,2019-03-31,/v3/reference/tickers/{ticker},404,response,0,2026-08-16T20:51:25.200482Z
security_identity_lifecycle_and_exclusion_classification,massive,SIRI,2016-03-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T20:51:37.302532Z
security_identity_lifecycle_and_exclusion_classification,massive,SIRI,2018-06-29,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T20:51:49.393363Z
security_identity_lifecycle_and_exclusion_classification,massive,SIRI,2020-03-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T20:52:01.492592Z
security_identity_lifecycle_and_exclusion_classification,massive,SIRI,2020-12-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T20:52:13.594656Z
security_identity_lifecycle_and_exclusion_classification,massive,AAPL,,/vX/reference/tickers/{id}/events,200,none,0,2026-08-16T20:52:25.694904Z
security_identity_lifecycle_and_exclusion_classification,massive,FB,,/vX/reference/tickers/{id}/events,200,none,0,2026-08-16T20:52:37.795277Z
security_identity_lifecycle_and_exclusion_classification,massive,GOOGL,,/vX/reference/tickers/{id}/events,200,none,0,2026-08-16T20:52:49.894352Z
security_identity_lifecycle_and_exclusion_classification,massive,META,,/vX/reference/tickers/{id}/events,200,none,0,2026-08-16T20:53:01.995609Z
security_identity_lifecycle_and_exclusion_classification,massive,PYPL,,/vX/reference/tickers/{id}/events,200,none,0,2026-08-16T20:53:14.093854Z
security_identity_lifecycle_and_exclusion_classification,massive,SIRI,,/vX/reference/tickers/{id}/events,200,none,0,2026-08-16T20:53:26.195735Z
security_identity_lifecycle_and_exclusion_classification,massive,TWX,,/vX/reference/tickers/{id}/events,404,response,0,2026-08-16T20:53:38.302826Z
security_identity_lifecycle_and_exclusion_classification,massive,YHOO,,/vX/reference/tickers/{id}/events,404,response,0,2026-08-16T20:53:50.400792Z
security_identity_lifecycle_and_exclusion_classification,massive,AAPL,,/v3/reference/splits?ticker={ticker},200,none,0,2026-08-16T20:54:14.651288Z
security_identity_lifecycle_and_exclusion_classification,massive,AAPL,,/v3/reference/dividends?ticker={ticker},200,none,0,2026-08-16T20:54:14.651311Z
security_identity_lifecycle_and_exclusion_classification,massive,GOOGL,,/v3/reference/splits?ticker={ticker},200,none,0,2026-08-16T20:54:38.796370Z
security_identity_lifecycle_and_exclusion_classification,massive,GOOGL,,/v3/reference/dividends?ticker={ticker},200,none,0,2026-08-16T20:54:38.796391Z
security_identity_lifecycle_and_exclusion_classification,massive,SIRI,,/v3/reference/splits?ticker={ticker},200,none,0,2026-08-16T20:55:02.996468Z
security_identity_lifecycle_and_exclusion_classification,massive,SIRI,,/v3/reference/dividends?ticker={ticker},200,none,0,2026-08-16T20:55:02.996491Z
earnings_event_timing,massive,AAPL,,/vX/reference/financials,200,none,0,2026-08-16T20:55:03.191345Z
earnings_event_timing,massive,GOOGL,,/vX/reference/financials,200,none,0,2026-08-16T20:55:15.293519Z
earnings_event_timing,massive,FDX,,/vX/reference/financials,200,none,0,2026-08-16T20:55:27.390760Z
